bath,bed,price,size,street,where
2.0,3.5,6660,1400.0,212 Franklin Street #3,Greenpoint
1.0,1.0,2700,1100.0,291 Sterling Place #1,Prospect Heights
2.0,2.0,8600,1186.0,200 North End Avenue #11G,Battery Park City
3.0,3.0,9000,1756.0,1280 Fifth Avenue #16B,Upper Carnegie Hill
1.0,1.0,3900,643.0,143 West 30th Street #13A,Midtown South
1.0,3.0,4495,900.0,202 Mott Street #19,Nolita
1.0,2.0,3595,600.0,202 Mott Street #15,Nolita
1.5,1.0,3975,900.0,175 West 76th Street #2C,Upper West Side
1.0,2.0,2750,1100.0,25-45 14th Place #1,Astoria
1.5,2.0,5995,1600.0,105 Greene Avenue GARDENDUPL,Clinton Hill
2.5,3.0,11000,1500.0,200 W 67th Street #20G,Lincoln Square
1.5,2.0,5995,1600.0,105 Greene Avenue GARDENDUPL,Clinton Hill
2.0,2.0,3950,820.0,90 North 5th Street #3D,Williamsburg
1.0,2.0,2450,800.0,28-45 33rd Street #1F,Astoria
1.0,1.0,3800,690.0,12 East 86th Street #824,Upper East Side
1.0,1.0,3500,850.0,200 West 54th Street #3F,Midtown
3.5,3.0,24000,2712.0,845 United Nations Plaza #76C,Turtle Bay
3.5,3.0,21933,2650.0,172 Crosby Street #8C,Noho
2.0,3.0,5250,1000.0,397 16th Street #2,Park Slope
1.0,1.0,3800,641.0,148 East 24th Street #7E,Kips Bay
5.0,4.0,15500,2575.0,308 East 72nd Street #16D,Lenox Hill
1.0,1.0,4000,680.0,1 Irving Place #P8K,Gramercy Park
2.5,2.0,4000,1414.0,90 Bay Street Landing #8B,Saint George
2.0,2.0,12000,2000.0,382 Lafayette Street #3RD,Noho
1.0,1.0,2300,600.0,109-23 71st Rd #5,Forest Hills
1.0,2.0,2200,1100.0,2925 West 5th Street #16B,Coney Island
1.0,1.0,1550,685.0,3205 Emmons Avenue #3A,Sheepshead Bay
2.0,5.0,4600,1600.0,150 Manhattan Avenue #4,Williamsburg
1.0,4.0,3400,1350.0,1039 Broadway #2,Bushwick
1.0,1.0,3895,850.0,382 Central Park West #19A,Upper West Side
1.0,1.0,3346,620.0,560 West 43rd Street #31A,Midtown West
1.0,1.0,3895,850.0,382 Central Park West #19A,Upper West Side
1.0,1.0,2350,650.0,665 Washington Avenue #5,Crown Heights
2.0,1.0,4500,1056.0,117 East 57th Street #26/27C,Midtown
1.0,2.0,5650,1105.0,210 East 68th Street #4B,Lenox Hill
1.0,2.0,1850,950.0,119 Bay 41st Street #1,Gravesend
1.0,1.0,3100,761.0,41-17 Crescent Street #6G,Long Island City
2.0,3.0,3595,1100.0,300 Fort Washington Avenue #2I,Washington Heights
1.5,3.0,3600,1100.0,1120 Willoughby Avenue #3L,Bushwick
1.5,3.0,3265,1100.0,1120 Willoughby Avenue #2R,Bushwick
2.0,2.0,5190,971.0,300 E. 39th Street #26E,Murray Hill
1.0,2.0,2379,1700.0,1227 Broadway #2R,Bushwick
2.0,2.0,8150,1200.0,109 West Broadway #4,Tribeca
1.0,1.0,3615,642.0,30 Washington Street #6M,DUMBO
3.0,3.0,21500,2385.0,151 East 85th Street #5B,Upper East Side
1.0,1.0,3400,700.0,415 East 37th Street #10B,Murray Hill
1.0,1.0,5200,850.0,101 West 24th Street #14H,Chelsea
3.0,4.0,17000,3150.0,36 West 95th Street TRIPLEX,Upper West Side
2.0,1.0,3900,893.0,210 West 19th Street #1E,Chelsea
2.0,2.0,6000,1176.0,325 Fifth Avenue #21A,Midtown South
2.0,2.0,5790,979.0,801 Amsterdam Avenue #4B,Upper West Side
3.0,3.0,7495,1653.0,46-30 Center Boulevard #205,Hunters Point
2.5,3.0,17000,2150.0,610 Park Avenue #3E,Lenox Hill
1.0,1.0,4200,670.0,1 Irving Place #P8I,Gramercy Park
1.0,3.0,5500,900.0,210 West 21st Street #7RE,Chelsea
1.0,2.0,3400,1800.0,586 3rd Avenue #6,Gowanus
2.0,2.0,5200,948.0,236 East 47th Street #PH1C,Turtle Bay
1.0,1.0,3800,780.0,250 East 40th Street #9E,Murray Hill
1.0,2.0,4985,861.0,301 West 53rd Street #8C,Midtown West
6.0,5.0,35000,3976.0,1965 Broadway #PH2A,Lincoln Square
2.0,3.0,4355,1100.0,111 Greenpoint Avenue #A2,Greenpoint
2.0,2.0,3750,1000.0,345 West 87th Street #PHF,Upper West Side
1.0,1.0,5100,890.0,715 Park Avenue #2E,Lenox Hill
1.0,1.0,4750,871.0,155 West 68th Street #2134,Lincoln Square
1.0,1.0,3695,601.0,155 West 68th Street #609,Lincoln Square
1.0,1.0,3430,574.0,240 East 27th Street #21E,Kips Bay
1.0,1.0,2297,750.0,38 Catherine Street #3R,East Williamsburg
2.0,3.0,10000,2200.0,17 W 18th Street #4W,Flatiron
1.0,2.0,2900,800.0,326 12th Street #1L,Park Slope
2.0,3.0,2650,1500.0,221 Howard Avenue #1R,Stuyvesant Heights
1.0,1.0,3650,700.0,255 East 49th Street #14C,Turtle Bay
2.0,1.0,4500,955.0,340 West 57th Street #12J,Midtown West
1.0,1.0,3621,590.0,400 West 63rd Street #602,Lincoln Square
1.0,1.0,3195,700.0,408 East 92nd Street #9A,Yorkville
2.0,2.0,4395,920.0,225 Schermerhorn Street #2J,Downtown Brooklyn
2.0,3.0,11000,1802.0,188 East 70th Street #4B,Lenox Hill
2.0,2.0,7950,1521.0,123 Baxter Street #6A,Little Italy
1.0,1.0,3800,1050.0,90 William Street #9H,Financial District
1.0,3.0,2400,900.0,97 Kingston Avenue #1,Crown Heights
3.0,3.0,10000,1699.0,201 West 72nd Street #11A,Upper West Side
1.0,1.0,3950,688.0,15 Cliff Street #14A,Fulton/Seaport
2.0,3.5,3500,1420.0,437 Halsey #3,Stuyvesant Heights
2.0,3.0,13250,1648.0,181 East 90th Street #12A,Carnegie Hill
5.0,6.0,7900,3000.0,181 Lenox Avenue #123,Central Harlem
1.0,2.0,3000,800.0,750 Ninth Avenue #1R,Midtown West
1.0,2.0,2325,875.0,43-13 41st Street #D1,Sunnyside
1.0,2.0,2200,950.0,328 Hart Street #3,Stuyvesant Heights
2.0,2.0,2100,950.0,59 Cooper #3B,Inwood
1.0,1.0,3295,800.0,4-74 48th Avenue #24C,Long Island City
1.0,1.0,5500,950.0,361 Bleecker Street #3,West Village
2.0,2.0,5800,1241.0,225 West 60th Street #8F,Lincoln Square
4.0,4.0,32000,3253.0,7 Hubert Street #8B,Tribeca
1.5,1.0,6500,1092.0,721 Fifth Avenue #38D,Midtown
4.0,3.0,25000,3000.0,366 West Broadway #2,Soho
2.0,2.0,10000,2082.0,18 Leonard Street #4A,Tribeca
1.0,1.0,6350,974.0,480 W Broadway PENTHOUSE,Soho
1.0,1.0,1950,750.0,99-60 64th Avenue #4N,Rego Park
2.5,2.0,12000,1562.0,401 East 60th Street #14D,Lenox Hill
1.0,2.0,3995,1000.0,402 West 46th Street #3E,Midtown West
1.5,3.0,3500,1000.0,200 Scholes Street #1A,Williamsburg
1.5,1.0,2300,1200.0,80 Bay Street Landing #8L,Saint George
1.0,1.0,3695,696.0,140 Riverside Boulevard #712,Lincoln Square
1.0,2.0,5500,1800.0,233 Franklin Street #491,Greenpoint
1.0,2.0,3450,1000.0,43 7th Avenue #4,Park Slope
1.5,1.0,4500,895.0,845 United Nations Plaza #6B,Turtle Bay
3.0,3.0,4000,1300.0,415 Van Brunt Street #1,Red Hook
1.0,2.0,2200,650.0,68 Clifton Place #3,Clinton Hill
3.0,3.0,18995,2600.0,9 East 62nd Street 6TH-FLOOR,Lenox Hill
1.0,2.0,2600,950.0,2183 Steinway Street #2,Astoria
1.0,2.0,3350,800.0,642 President Street #1R,Park Slope
1.0,2.0,2150,1000.0,99-34 67th Avenue #5,Forest Hills
1.0,1.0,2600,850.0,30-32 31 #2,Astoria
1.0,1.0,1625,696.0,134-20 87th Avenue #5H,Kew Gardens
2.0,2.0,4500,979.0,100 Sterling Place #1F,Park Slope
2.0,2.0,4500,979.0,100 Sterling Place #1F,Park Slope
4.0,4.0,12000,2315.0,304 East 65th Street #18ABD,Lenox Hill
2.0,2.0,10000,1409.0,70 Little West Street #33C,Battery Park City
7.0,6.0,9900,4000.0,181 Lenox Avenue #123,Central Harlem
1.0,1.0,3050,518.0,180 Montague Street #9E,Brooklyn Heights
2.0,2.0,6500,1300.0,216 E 75th Street #3E,Upper East Side
3.5,3.0,19950,3062.0,423 West Street #6DPLX,West Village
2.0,2.0,6500,1300.0,216 E 75th Street #3E,Upper East Side
1.0,1.0,4500,1100.0,41 East 28th Street #2B,NoMad
1.0,1.0,1650,700.0,222 East 8th Street #6E,Kensington
1.0,3.0,2800,1100.0,60-44 Linden Street #2,Ridgewood
2.5,2.0,20000,2118.0,610 Park Avenue #4A,Lenox Hill
1.0,1.0,1650,700.0,222 East 8th Street #6M,Kensington
1.0,2.0,8000,1850.0,2109 Broadway #1018,Upper West Side
1.0,1.0,1650,700.0,222 East 8th Street #6M,Kensington
1.0,1.0,3450,525.0,87 Barrow Street #B6H,West Village
9.0,7.0,65000,10000.0,12 East 80th Street #TH,Upper East Side
1.0,1.0,2950,650.0,100 West 57th Street #4F,Midtown
1.5,1.0,6800,1115.0,721 Fifth Avenue #33E,Midtown
2.5,2.0,4500,900.0,397 16th Street #1,Park Slope
2.0,3.0,9995,2050.0,200 Central Park South #8IH,Central Park South
3.5,4.0,4250,2200.0,66-62 Thornton Place #ALL,Rego Park
1.0,1.0,1599,850.0,65-35 108th Street #2,Forest Hills
2.0,2.0,3300,888.0,161 East 110th Street #4F,East Harlem
1.0,1.5,2700,1000.0,82 Powers Street #3R,Williamsburg
2.0,2.0,4475,908.0,101 W. 90th Street #18C,Upper West Side
1.0,1.0,2950,702.0,630 First Avenue #10A,Murray Hill
1.0,1.0,2175,610.0,27-37 27th Street #4,Astoria
1.0,1.0,3515,629.0,240 East 27th Street #19M,Kips Bay
1.0,2.0,2125,1037.0,96-10 57th Avenue #ROM10M,Corona
1.0,1.0,4600,880.0,240 Riverside Boulevard #4E,Lincoln Square
2.0,2.0,5495,900.0,50 Lexington Avenue #14D,Flatiron
2.0,1.0,4000,1027.0,40 North 4th Street #2G,Williamsburg
1.0,2.0,2950,1275.0,6740 Yellowstone Boulevard #7H,Forest Hills
2.0,2.0,7500,1200.0,2 Cornelia Street #202,West Village
1.0,1.0,1450,600.0,82-60 116th Street #D,Kew Gardens
3.0,3.0,7495,1500.0,440 East 62nd Street #1GH,Lenox Hill
1.0,1.0,3713,771.0,81 Fleet Place #12A,Downtown Brooklyn
2.0,2.0,6500,1370.0,75 Wall Street #33O,Financial District
2.5,2.0,13000,1695.0,30 East 85th Street #22B,Upper East Side
2.0,2.0,4450,1128.0,65 Ainslie Street #208,Williamsburg
3.0,2.0,6500,1400.0,37 Broadway #2,Williamsburg
2.0,2.0,6325,1084.0,201 East 87th Street #26LM,Yorkville
3.0,3.0,12500,1740.0,80 Riverside Boulevard #33B,Lincoln Square
1.0,1.0,2880,565.0,333 East 45th Street #30D,Turtle Bay
2.0,2.0,3100,1400.0,242 W 136th Street #1,Central Harlem
2.0,2.0,8905,1364.0,515 West 52nd Street #1364,Midtown West
2.0,2.0,8995,1203.0,425 Fifth Avenue #52A,Midtown South
1.0,1.0,3475,800.0,159 West 53rd Street #25D,Midtown
1.0,1.0,2995,750.0,220 East 54th Street #6C,Midtown East
2.0,2.0,7400,1351.0,50 Riverside Boulevard #10B,Lincoln Square
1.0,3.0,2595,969.0,206 East 124th Street #1D,East Harlem
1.0,2.0,2500,600.0,95 Elizabeth Street #A2,Little Italy
2.0,2.0,5500,1000.0,1 Rockwell Place #3D,Fort Greene
2.0,2.0,7400,1300.0,15 William Street #38E,Financial District
1.5,2.0,5500,1000.0,41 West 72nd Street #10D,Upper West Side
2.5,3.0,15000,1942.0,330 Spring Street #9B,Soho
2.0,2.0,4490,906.0,111 Lawrence Street #45G,Downtown Brooklyn
1.0,2.0,3750,800.0,401 W 56 #3C,Midtown West
2.0,2.0,8500,1405.0,540 West 49th Street #PHS5,Midtown West
2.0,2.0,10000,1460.0,200 East 66th Street #B44,Lenox Hill
1.0,1.0,1950,600.0,175 Prospect Park SW #1B,Windsor Terrace
2.0,2.0,9150,1800.0,115 Fourth Avenue #3F,East Village
1.0,2.0,2190,1000.0,19 Micieli Place #2,Kensington
1.0,1.0,2600,550.0,200 East 58th Street #16D,Midtown East
2.0,2.0,4995,1161.0,100 West 58th Street #4G,Midtown
1.0,3.0,5420,1148.0,523 East 14th Street #11F,Stuyvesant Town/PCV
2.0,2.0,4995,1161.0,100 West 58th Street #4G,Midtown
1.0,2.0,2200,900.0,217 Bay Ridge Avenue #1FLR,Bay Ridge
1.0,1.0,3595,650.0,408 East 92nd Street #33A,Yorkville
1.0,1.0,6300,1350.0,53 Grand Street #3,Soho
1.0,1.0,3352,700.0,525 East 72nd Street #8B,Upper East Side
2.5,2.0,9990,1478.0,240 Park Avenue South #14C,Flatiron
2.0,2.0,6135,1197.0,140 Riverside Boulevard #624,Lincoln Square
2.0,2.0,6500,1039.0,301 West 53rd Street #25E,Midtown West
2.0,3.0,3200,1600.0,494 Monroe Street #1,Stuyvesant Heights
2.0,2.0,7295,1215.0,100 West 26th Street #24F,Chelsea
7.0,7.0,55000,8065.0,12 East 80th Street #APT1,Upper East Side
3.0,3.0,9600,1900.0,245 East 58th Street #20A,Midtown East
2.0,2.0,6100,1329.0,245 East 58th Street #20B,Midtown East
2.0,2.0,7100,1679.0,245 East 58th Street #17B,Midtown East
1.5,2.0,4000,900.0,376 Broadway #10F,Tribeca
1.0,1.0,2050,700.0,448 East 84th Street #1D,Yorkville
2.5,2.0,7100,1318.0,50 Riverside Boulevard #9M,Lincoln Square
2.0,2.0,4995,1344.0,1280 Fifth Avenue #7D,Upper Carnegie Hill
3.5,4.0,15000,2150.0,322 W 57th Street #25,Midtown West
1.0,2.0,7500,1200.0,114 E 13th Street #9B,East Village
1.0,1.0,4100,779.0,540 West 49th Street #604S,Midtown West
2.0,3.0,2550,900.0,16-31 Hancock Street #2,Ridgewood
1.0,1.0,3000,800.0,225 East 86th Street #205,Yorkville
2.0,2.0,4850,1000.0,250 North 10th Street #318,Williamsburg
1.5,2.0,3400,1020.0,71 East 110th Street #6A,East Harlem
1.5,2.0,3650,1020.0,71 East 110th Street #5B,East Harlem
1.5,2.0,3200,1020.0,71 East 110th Street #4B,East Harlem
1.5,2.0,2979,1020.0,71 East 110th Street #3B,East Harlem
1.0,1.0,2599,893.0,71 East 110th Street #PHB,East Harlem
1.0,1.0,2900,878.0,13-11 Jackson Avenue #7D,Hunters Point
1.0,2.0,4000,885.0,301 East 66th Street #10M,Lenox Hill
1.0,2.0,2200,902.0,116 Seaman Avenue #4A,Inwood
2.0,2.0,6995,1500.0,219 West 81st Street #1D,Upper West Side
1.0,2.0,9000,1175.0,245 W 25th Street #PHL,Chelsea
1.0,1.0,5250,800.0,715 Park Avenue #14C,Lenox Hill
1.0,1.5,3000,500.0,66 Madison Avenue #10L,NoMad
1.0,3.0,3600,1000.0,612 Metropolitan Avenue #3A,Williamsburg
1.0,1.0,3200,800.0,26 Broadway #503,Williamsburg
1.0,1.0,3750,800.0,350 West 50th Street #6T,Midtown West
2.0,4.0,4200,1466.0,601 West 137th Street #34,Hamilton Heights
2.0,2.0,7995,1127.0,101 West 24th Street #19A,Chelsea
2.5,2.0,10500,1555.0,166 Perry Street #2CC,West Village
1.5,1.0,5000,865.0,150 West 56th #3512,Midtown
1.0,2.0,1895,949.0,2750 Homecrest Avenue #223,Brighton Beach
2.0,2.0,3000,975.0,300 West 135th Street #6D,Central Harlem
1.0,1.0,3500,698.0,235 West End Avenue #10E,Lincoln Square
3.5,3.0,13000,2097.0,30 West Street #19F,Battery Park City
1.0,3.0,4000,2200.0,82 Fenimore Street #1,Prospect Lefferts Gardens
2.0,2.0,5700,1133.0,201 East 87th Street #30P,Yorkville
1.0,2.0,2800,1000.0,78 E 2nd Street #1,Windsor Terrace
1.0,1.0,3630,658.0,505 W. 54th Street #1214,Midtown West
1.0,1.0,2295,700.0,26-10 Jackson Avenue #4,Hunters Point
2.0,3.0,3200,1600.0,3408 Tibbett Avenue #1,Kingsbridge
1.0,2.0,3200,1200.0,17 Greene Avenue #4,Fort Greene
1.0,2.0,3200,1200.0,17 Greene Avenue #3,Fort Greene
1.0,2.0,2000,900.0,880 New York Avenue #1,Flatbush
1.0,1.0,3100,651.0,250 East Houston Street #3G,East Village
1.0,1.0,1850,400.0,112  Madison Street #13,Two Bridges
1.0,2.0,2800,600.0,150 Baxter Street #2A,Little Italy
1.0,1.0,2200,900.0,123-33 83rd Avenue #2201,Kew Gardens
1.5,2.0,11500,2000.0,31 West 10th Street #6,Greenwich Village
2.0,2.0,6250,1041.0,330 East 38th Street #50L,Murray Hill
2.5,2.0,8600,1578.0,250 East 53rd Street #1801,Turtle Bay
1.0,1.0,2800,700.0,52 6th Avenue #1,Prospect Heights
2.0,3.0,7700,2000.0,14 East 33rd Street #11N,Midtown South
2.0,2.0,6295,1156.0,100 Riverside Boulevard #25A,Lincoln Square
2.0,2.0,4550,1180.0,11-02 49th Avenue #6O,Hunters Point
1.0,1.0,3275,700.0,2 Gold Street #4807,Financial District
1.0,1.0,4620,582.0,500 West 23rd Street #12E,West Chelsea
1.0,1.0,3195,670.0,20 Bayard Street #4B,Williamsburg
1.0,1.0,3750,800.0,159 W 53rd Street #31F,Midtown
2.0,2.0,6300,1400.0,60 W 57th Street #7B,Midtown
1.0,1.0,4100,820.0,1965 Broadway #20K,Lincoln Square
2.0,2.0,5790,979.0,801 Amsterdam Avenue #4B,Upper West Side
2.0,2.0,6940,1114.0,800 6th Avenue #22G,NoMad
2.0,2.0,2995,1100.0,460 West 236th Street #6D,Riverdale
1.0,1.0,3195,750.0,225 East 86th Street #302,Yorkville
1.0,1.0,3400,474.0,134 East 22nd Street #501,Gramercy Park
2.0,2.0,6900,1272.0,160 East 84th Street #11C,Upper East Side
2.0,5.0,3500,1530.0,401 Fenimore Street #1,Prospect Lefferts Gardens
2.5,2.0,15000,1760.0,100 Eleventh Avenue #14C,West Chelsea
1.0,2.0,2550,750.0,257 Varet Street #203,East Williamsburg
1.0,1.0,2695,800.0,23-11 21st Avenue #3K,Astoria
1.0,1.0,2250,982.0,298A Marion Street #2,Stuyvesant Heights
2.5,3.0,15000,1766.0,225 East 81st Street RESIDENCE-2,Yorkville
5.0,6.0,40000,6800.0,161 East 74th Street TOWNHOUSE,Upper East Side
1.0,2.0,3550,938.0,99 John Street #207,Fulton/Seaport
1.0,1.0,2000,850.0,23-20 29th Street #3,Astoria
3.5,3.0,15000,2005.0,50 Riverside Boulevard #9D,Lincoln Square
3.5,3.0,15000,2005.0,50 Riverside Boulevard #9D,Lincoln Square
1.0,1.0,3050,550.0,230 Mulberry Street #9,Nolita
3.0,3.0,15995,1637.0,450 West 17th Street #1709,West Chelsea
1.0,1.0,2000,650.0,23-21 29th Street 2ND-FLOOR,Astoria
1.0,1.0,1959,800.0,75-25 153rd Street #639,Kew Gardens Hills
1.0,1.0,3346,620.0,560 West 43rd Street #31A,Midtown West
1.0,1.0,1959,800.0,75-25 153rd Street #639,Kew Gardens Hills
2.0,2.0,14000,1379.0,80 Columbus Circle #64C,Lincoln Square
2.0,2.0,4000,1100.0,175 Vanderbilt Avenue #2R,Clinton Hill
1.0,1.0,2995,550.0,71 Park Avenue #3D,Murray Hill
2.0,2.0,6000,1171.0,330 East 38th Street #44E,Murray Hill
1.0,2.0,2625,1000.0,98-30 67th Avenue #2P,Forest Hills
1.0,1.0,3500,850.0,150 West 50th Street #1425,Midtown
2.0,1.0,5300,1091.0,15 William Street DUPLEX6,Financial District
2.0,3.0,3000,1000.0,63 Jefferson Avenue #3,Bedford-Stuyvesant
3.5,3.0,25000,2540.0,150 Charles Street #3GS,West Village
1.0,1.0,2950,600.0,301 East 53rd Street #4D,Sutton Place
1.0,1.0,2950,600.0,301 East 53rd Street #3D,Sutton Place
1.0,1.0,2950,600.0,301 East 53rd Street #2D,Sutton Place
1.0,1.0,2950,600.0,301 East 53rd Street #2A,Sutton Place
1.0,1.0,2950,600.0,301 East 53rd Street #1A,Sutton Place
1.0,1.0,3100,900.0,404 East 76th Street #3A,Upper East Side
1.0,2.0,3500,1200.0,36-46 South 4th Street #D3,Williamsburg
1.0,1.0,3350,537.0,301 West 57th Street #26F,Midtown West
1.0,1.0,2100,558.0,456 West 167th Street #6F,Washington Heights
2.0,2.0,12000,1534.0,200 Chambers Street #6C,Tribeca
2.0,2.0,12500,1534.0,200 Chambers Street #22C,Tribeca
1.0,4.0,6200,1400.0,460 W 51st Street #2AB,Midtown West
1.0,2.0,1800,1000.0,84-38 120th Street #3E,Kew Gardens
3.0,3.0,20000,2948.0,481 Washington Street #3S,Soho
1.0,2.0,2225,950.0,34-10 84th Street #H31,Jackson Heights
1.0,2.0,2700,821.0,207 Prospect Park SW #5E,Windsor Terrace
1.0,1.0,2750,728.0,47-05 Center Boulevard #603,Hunters Point
1.0,1.0,2900,870.0,20 Exchange Place #709,Financial District
2.5,3.0,5500,1600.0,243 East 53rd Street #1,Midtown East
2.5,3.0,5500,1600.0,243 East 53rd Street #1,Midtown East
1.5,1.0,2500,950.0,63-36 99th Street #4B,Rego Park
1.0,1.0,5075,717.0,21 East 1st Street #902,East Village
2.5,2.0,17500,1815.0,25 Central Park West #15T,Lincoln Square
1.0,2.0,2200,1100.0,30 Covert Street #5,Bushwick
1.0,1.5,1750,840.0,752 Hancock Street #3,Stuyvesant Heights
1.0,1.0,4655,664.0,600 Washington Street #503,West Village
3.5,3.0,29538,2370.0,157 W 57th Street #39F,Midtown
2.0,2.0,7500,1716.0,441 East 57th Street #4,Sutton Place
1.0,2.0,2900,1000.0,70-25 Yellowstone Boulevard #11H,Forest Hills
1.0,1.0,2795,750.0,504  West 110th Street #1G,Manhattan Valley
1.0,1.0,3375,764.0,101 W. 90th Street #17A,Upper West Side
3.0,3.0,12000,1656.0,201 West 72nd Street #18A,Upper West Side
1.0,1.0,1875,750.0,75-25 153rd Street #746,Kew Gardens Hills
2.0,2.0,2375,1000.0,75-25 153rd Street #937,Kew Gardens Hills
1.5,3.0,2700,1200.0,99-37 63rd Rd #2,Rego Park
1.0,1.0,2800,700.0,52 6th Avenue #1,Prospect Heights
2.0,2.0,4400,1024.0,1 Wall Street Court #401,Financial District
2.0,1.0,5995,966.0,250 East 53rd Street #2903,Turtle Bay
1.0,1.0,2625,651.0,4126 27th Street #8B,Long Island City
1.5,1.0,3850,950.0,159 West 53rd Street #22B,Midtown
1.0,1.0,1700,960.0,736 E 133rd Street #2,Hunts Point
1.0,1.0,3375,610.0,354-368 West 34th Street #9B,Midtown West
2.0,2.0,14500,1400.0,176 West 87th Street #3C,Upper West Side
1.0,1.0,1700,960.0,736 E 133rd Street #2,Hunts Point
2.0,3.0,11925,1413.0,170 Amsterdam Avenue #19A,Lincoln Square
2.0,3.0,10995,1328.0,170 Amsterdam Avenue #20A,Lincoln Square
2.0,2.0,7945,1127.0,170 Amsterdam Avenue #19D,Lincoln Square
2.0,2.0,6535,827.0,170 Amsterdam Avenue #20E,Lincoln Square
1.0,1.0,4765,622.0,170 Amsterdam Avenue #20F,Lincoln Square
1.0,1.0,4735,695.0,170 Amsterdam Avenue #19F,Lincoln Square
1.0,1.0,4465,608.0,170 Amsterdam Avenue #20C,Lincoln Square
1.0,1.0,4435,608.0,170 Amsterdam Avenue #19C,Lincoln Square
1.0,1.0,4110,608.0,170 Amsterdam Avenue #19B,Lincoln Square
1.0,1.0,4140,608.0,170 Amsterdam Avenue #20B,Lincoln Square
1.0,1.0,2600,700.0,100 Gold Street #3F,Vinegar Hill
1.0,1.0,1900,400.0,95 Elizabeth Street #C3,Little Italy
2.0,2.0,5970,1800.0,14 Delancey Street #PH,Lower East Side
2.0,2.0,5900,1181.0,225 West 60th Street #16C,Lincoln Square
2.5,1.0,5800,1795.0,88 South 1st Street #1A,Williamsburg
2.0,2.0,4995,1121.0,120 North 7th Street #2E,Williamsburg
2.0,4.0,3300,1400.0,713 Lexington Avenue #3,Stuyvesant Heights
1.0,2.0,2300,1100.0,2770 Ocean Avenue #R2,Homecrest
1.0,1.0,4800,765.0,322 West 57th Street #17C,Midtown West
1.0,1.0,4095,800.0,59 Fifth Avenue #3A,Greenwich Village
1.0,1.0,5300,835.0,101 Leonard Street #7A,Tribeca
1.0,2.0,3828,904.0,81 Fleet Place #10P,Downtown Brooklyn
2.0,3.0,3199,1200.0,73 Malcolm X Boulevard #2,Bedford-Stuyvesant
1.0,3.0,2500,1300.0,923 82nd Street #2,Dyker Heights
1.0,1.0,2800,550.0,306 W. 78th Street #5B,Upper West Side
2.0,1.5,5400,1200.0,4 Water Street #3,DUMBO
1.0,1.0,3865,804.0,160 Riverside Boulevard #10R,Lincoln Square
1.0,1.0,3942,783.0,81 Fleet Place #14G,Downtown Brooklyn
1.0,1.0,4309,808.0,81 Fleet Place #16E,Downtown Brooklyn
1.0,1.0,3500,630.0,347 West 57th Street #15B,Midtown West
1.0,1.0,6995,1200.0,350 West 57th Street #16B,Midtown West
1.0,1.0,2295,600.0,668 Riverside Drive #3G,Hamilton Heights
2.5,2.0,22000,1762.0,151 East 58th Street #41B,Midtown East
2.0,2.0,3300,888.0,161 East 110th Street #4F,East Harlem
3.5,3.0,10550,1844.0,50 Riverside Boulevard #11A,Lincoln Square
2.0,2.0,6710,1447.0,160 Riverside Boulevard #3S,Lincoln Square
1.5,3.0,2400,1724.0,62 Buffington Avenue #1,Annadale
1.0,1.0,1695,700.0,141 West 139th Street #D47,Central Harlem
1.0,3.0,2495,1200.0,200 Bradhurst Avenue #17,Central Harlem
1.0,1.0,3370,649.0,101 West End Avenue #19K,Lincoln Square
2.5,2.0,13500,1830.0,400 Park Avenue South #25B,NoMad
2.0,2.0,6400,1295.0,420 East 61st Street #14E,Lenox Hill
2.0,2.0,4115,860.0,236 Livingston Street #18F,Downtown Brooklyn
1.5,4.0,4200,1100.0,42 Starr Street #1R,Bushwick
1.0,1.0,5960,876.0,88 Leonard Street #818,Tribeca
1.5,1.0,6000,810.0,124 East 79th Street #7B,Upper East Side
1.0,1.0,3300,750.0,130 Water Street #7A,Financial District
1.0,1.0,4250,900.0,200 Water Street #2510,Fulton/Seaport
2.5,2.0,4200,1350.0,643 Washington Avenue #2,Crown Heights
1.0,2.0,6600,1258.0,400 West 63rd Street #1007,Lincoln Square
1.5,2.0,2875,1200.0,1521 Brightwater Avenue #1B,Brighton Beach
1.0,1.0,3800,937.0,1 Hanson Place #10C,Fort Greene
1.0,1.0,1300,600.0,8614 3rd Avenue #1,Fort Hamilton
1.0,1.0,3000,1000.0,544 Third Avenue #3,Murray Hill
2.0,2.0,3500,1550.0,469A Lexington Avenue #1,Bedford-Stuyvesant
2.5,3.0,6000,1800.0,534 East 6th Street #G,East Village
1.0,2.0,3100,800.0,615 East 6th Street #4B,East Village
1.0,1.0,1995,900.0,16 Morgan Avenue #1R,East Williamsburg
1.0,2.0,3100,800.0,615 East 6th Street #4B,East Village
1.0,1.0,1995,900.0,16 Morgan Avenue #1R,East Williamsburg
1.0,1.0,3500,637.0,200 West End Avenue #5N,Lincoln Square
1.0,1.0,3100,600.0,333 West 56th Street #6E,Midtown West
2.0,1.0,4095,1000.0,345 East 94th Street #29G,Yorkville
1.0,1.0,1800,750.0,34-10 84th Street #E41,Jackson Heights
1.0,2.0,3250,781.0,87 President Street #3A1,Columbia St Waterfront District
1.5,1.0,3200,1000.0,754 East 6th Street #4E,East Village
1.0,1.0,4100,750.0,25 Central Park West #3H,Lincoln Square
3.5,3.0,10995,1844.0,50 Riverside Boulevard #9A,Lincoln Square
